aal ale
redlichkeit probity
redner orator
referenzen references
reflektion reflection
reflektor reflector
reflexionen reflections
reform reform
reformen reformations
regal shelf
regel rule
regelmaessigkeit regularity
regelmaessigkeiten regularities
regeln precepts
regen rain
regenbogen rainbow
regenerator regenerator
regenmaentel mackintoshs
regenmantel mackintosh
regennmaentel raincoats
regenschirm umbrella
regenschirme umbrellas
regierung government
register registers
registrationen registrations
registrierung registering
regler governor
regulierung regulation
regulierungen regulations
reibung friction
reich empire
reichtuemer opulences
reichtum opulence
reif hoarfrost
reife maturity
reifen hoop
reihe rank
reihen rows
reiher heron
reim rhyme
reime rimes
reis rice
reise journey
reisefuehrer guide
reisen voyages
reisende travelers
reisender traveler
reisetasche valise
reisetaschen valises
reisser thriller
reisszwecke thumbtack
reiszwecke thumbtacks
reiter horseman
reiterei cavalry
reitereien cavalries
reitstiefel jackboots
reiz charm
rekenschirm umbrella
reklame advertisement
reklameschoenheit glamour-girl
religion religion
religon religion
renn- racing
reorganisation reorganization
reparatur repair
reperaturwerkstaette repair-shop
repraesentation representation
repressalie reprisal
repressalien reprisals
reproduktion reproduction
reproduktionen reproductions
reptil reptil
reptile reptils
reservierung reservation
reservierungen reservations
resignation resignation
resonanz resonance
resonanzen resonances
rest remainder
restaurant restaurant
restaurierung restoration
reste leavings
resultat result
retter savers
rettich radish
rettiche radishs
rettung rescue
rettungen salvations
rettungsboot lifeboat
rettungsboote lifeboats
rettungsgurt lifebelt
reue penitence
reuse weir
reusen weirs
revision revision
revolution revolution
revolver gat
rezept recipe
rezepte recipes
rhabarber rhubarb
rhetorik elocution
rhythmen rhythms
rhythmus rhythm
richter judge
richtigkeit trueness
richtung direction
richtungen directions
riegel bolt
riemen strap
riese giant
riesenhaftigkeit hugeness
riff reef
riffe reefs
rinde bark
rinden rinds
rindfleisch beef
ring ring
ringbuch loose-leaf
ringkaempfe wrestlings
ringkampf wrestling
rinne groove
rinnsal runlet
rinnsale runlets
rippe rib
rippen ribs
risiken ventures
risiko risk
riss crack
risse crannies
ritt ride
ritterlich knightlily
rittersporn larkspur
ritz cranny
ritzel pinion
rivale rival
rivalen rivals
robben seals
roboter robot
robustheit robustness
rock skirt
roecke skirts
roehre tube
roehren tubes
roentgenbild radiograph
roentgenbilder radiographs
roete redness
roggen rye
rohputz roughcast
rollbahn runway
rolle role
rollen roles
roller scooter
rollschuh roller-skate
rolltreppe escalator
rose rose
rosen roses
rosine raisin
rosinen raisins
rosinenbroetchen buns
rost gridiron
rotation rotation
rotkehlchen redbreast
rotkopf redhead
routine routine
routinen routines
rubrik rubric
ruck flip
ruder oar
ruderer oarsman
ruebe turnip
rueben beets
rueckblick retrospect
ruecken back
rueckfahrkarte return-ticket
rueckfall relapse
rueckfuehrung reduction
rueckgang regression
rueckgrat backbone
rueckgriff fallback
rueckhand backhand
rueckkaeufe redemptions
rueckkauf redemption
rueckkehr returning
rueckkopplung feedback
rueckplatte backplate
rueckschritt regress
rueckschritte regresses
rueckseite backside
rueckseiten backsides
ruecksicht regard
ruecktritt recession
ruecktritte recessions
rueckweisung rejection
rueckzahlung repayment
rueckzahlungen repayments
rueckzuege withdrawals
rueckzug retreat
ruesche quilling
rueschen quillings
ruf fame
rufzeichen callsign
ruhe quiescence
ruhm fame
ruin bane
runddichtung o-seal
runde round
rundfunk broadcast
runzel wrinkle
russland russia
rute rod
ruten rods
sCHWARZ black
saal hall
sabdale sandal
sache matter
sachen things
sack sack
sadismus sadism
saebel sabre
saecke sacks
saefte juices
saege saw
saegespaene sawdust
saegewerk sawmill
saele halls
saemlinge seedlings
saenger singer
saerge coffins
saeugetier mammal
saeugetiere mammals
saeugling nurseling
saeume hems
saeure acid
saeuren acids
safran saffron
saft juice
sahne cream
sahnebonbon toffee
sahnebonbons toffees
salat salad
salate salads
salbe ointment
salben oinments
salbung unction
salbungen unctions
salpeter nitre
salz salt
samen sperm
sammelrohr manifold
sammler collector
sammlung assemblage
sammlungen assemblages
samstag saturday
samstage saturdays
samt velvet
sanatorien sanitariums
sanatorium sanitarium
sand sand
sandalen sandals
sandaletten sneakers
sanduhr hourglas
sanftmut meekness
saphir sapphire
saphire sapphires
sardelle anchovy
sardine sardine
sardinen sardines
sarg coffin
satellit satellite
satelliten satellites
satin sateen
satire satire
satiren satires
satiriker satirist
sattel saddle
satz phrase
satzung statute
satzungen statutes
sauberkeit cleanliness
scale scale
schablone stencil
schablonen stencils
schach chess
schacht duct
schachtel box
schaden damage
schaedel skull
schaeden damages
schaefer shepherd
schaendlichkeit turpitude
schaendlichkeiten turpitudes
schaerfe keenness
schaerfen poignancies
schaerfer sharpener
schaetzung appraisal
schaetzungen estimations
schaetzwerte valuations
schaeume scums
schaf sheep
schafe sheep
schafsfell sheepskin
schafsfelle sheepskins
schaft shank
schakal jackal
schakale jackals
schal scarf
schale bowl
schalen bowls
schall- sonic
schalldaempfer silencer
schallplatte record
schals scarfs
schalter switch
schaltjahr leap-year
schaltkreis circuit
schande disgrace
schar shoal
scharfsinn astuteness
schatten shade
schatz treasure
schatzkammer treasury
schatzkammern treasuries
schauer shower
schauern showers
schaufel shovel
schaufeln shovels
schaum foam
schauplaetze scenes
schauplatz stage
schauspiel spectacle
schauspiele spectacles
schauspieler actor
schauspielerin actress
schauspielhaeuser playhouses
schauspielhaus playhouse
scheck cheque
schecks cheques
scheibe pane
scheiben panes
scheide scabbard
scheiden scabbards
scheidung divorce
scheidungen divorces
schein shine
schein- dummy
scheinwerferlicht headlight
scheinwerferlichter headlights
schellfisch haddock
schelte wigging
schema scheme
schemel stool
schemen schemes
schenkel shank
schere scissors
scherz joke
scherze pleasantries
scheune barn
schicht stratum
schichten layers
schicksal destiny
schicksale destinies
schiebkarre wheel-barrow
schiedsrichter referee
schiene rail
schiessereien shootings
schiff ship
schiffahrt navy
schiffchen shuttle
schiffe ships
schiffs- marine
schiffswerft shipyard
schiffswerften shipyards
schikane chicane
schikanen chicanes
schild shield
schilder shields
schilderung description
schildkroete tortoise
schildkroeten tortoises
schilf reed
schimmer glances
schindel shingle
schindeln shingles
schinken ham
schinkenspeck bacon
schlacht fight
schlachten battles
schlachthaus abattoir
schlacke slag
schlacken slags
schlaege percussions
schlaeger racket
schlaegereien batteries
schlaeuche hoses
schlaf sleep
schlafanzug nightgown
schlafenszeit bedtime
schlaflied lullaby
schlaflieder lullabies
schlaflosigkeit insomnia
schlafplatz roost
schlafstellen roosts
schlafzimmer bedroom
schlag bash
schlagfertigkeit repartee
schlagmann batsman
schlagwoerter catchwords
schlagwort catchword
schlamm mud
schlampe slattern
schlampen slatterns
schlange serpent
schlangen serpents
schlauch hose
schleife loop
schleifstein whetstone
schleifsteine whetstones
schleim mucus
schleuder catapult
schleudern catapults
schliesser turnkey
schlinge noose
schlingen nooses
schlitten skid
schlitz slit
schlitze slits
schloesser castles
schloss castle
schlosser locksmith
schlucht gulch
schluchten gulches
schluck gulp
schluckauf hiccough
schluepfer knickers
schluesse conclusions
schluessel clef
schluesselbein collarbone
schluesselloch keyhole
schluesselloecher keyholes
schluesselwoerter keywords
schluss conclusion
schmalz lard
schmarotzer parasite
schmeichelei taffy
schmeicheleien taffies
schmerotzer parasites
schmerz pain
schmerzen pangs
schmetterling butterfly
schmied blacksmith
schmiede smithy
schmiedeeisernes ironwork
schmieden smithies
schmiedeteil forging
schmierfett grease
schmiermittel lubricant
schmuck trappings
schmutz filth
schnabel beak
schnalle buckle
schnappschuesse snapshots
schnappschuss snapshot
schnauze muzzle
schnauzen muzzles
schnecken snails
schnee snow
schneeball snowball
schneegloeckchen snowdrop
schneestuerme blizzards
schneesturm blizzard
schneider tailor
schnelligkeit promptness
schnellstart quickstart
schnitt snip
schnitte slice
schnittlauch chive
schnittstelle interface
schnitzerei carving
schnoerkel flourish
schnuere cords
schnuersenkel bootlace
schnur cord
schoenheit beauty
schoenheiten beauties
schoenschrift calligraphy
schoepfung creation
schokolade chocolate
schorf scab
schornstein smokestack
schoss lap
schottenrock kilt
schottenroecke kilts
schraege bevel
schraenke lockers
schrank cupboard
schraube screw
schraubenlinie helix
schraubenschluessel spanner
schraubstock vice
schraubzwinge vice
schreck fright
schrecken fright
schrei cry
schreiber clerk
schreibkraft typist
schreibmaschine typewriter
schreibtisch desktop
schreibwaren stationery
schrein shrine
schreine shrines
schreiner carpenter
schrift script
schriftart font
schriftbreite width
schriften scripts
schriftsteller writer
schritt step
schritte gaits
schrumpfung shrinkage
schrumpfungen shrinkages
schub thrust
schubkarre wheelbarrow
schubkarren wheelbarrow
schuechternheit diffidence
schuechternheiten shynesses
schueler disciple
schuelerin schoolgirl
schuelerinnen schoolgirls
schuerze apron
schuerzen aprons
schuesse shots
schuessel dish
schuesseln dishes
schuft rascal
schufte rascals
schuh shoe
schuhanzieher shoehorn
schuhe shoes
schuhputzer shoeblack
schuhwichse shoeblacking
schuld debt
schulden debts
schuldner debtor
schuldschein iou
schule school
schulen schools
schulter shoulder
schultern shoulders
schund shoddy
schuppen dandruff
schurke knave
schurken miscreants
schuss shoot
schuster cobbler
schutt rubbish
schutz protection
schutzentfernung unprotection
schutzgebiet dependency
schutzgebiete dependencies
schwaden swath
schwaeche foible
schwaechen foibles
schwaechling weakling
schwaechlinge weaklings
schwaene swans
schwaenze tails
schwaerme bevies
schwaermer gusher
schwaetzer chatterer
schwalbe swallow
schwalben swallows
schwamm sponge
schwan swan
schwangerschaft pregnancy
schwankung fluctuation
schwanz tail
schwarm bevy
schwefel sulphur
schweigen silence
schwein pig
schweine pigs
schweinerei rascality
schweinereien rascalities
schweinsleder pigskin
schweiss perspiration
schwelle sill
schwellen sills
schwellung bulge
schwere gravity
schwerkraft gravitation
schwermut melancholy
schwert sword
schwerter swords
schwertfisch swordfish
schwester sister
schwestern sisters
schwierigkeit difficulty
schwierigkeiten difficulties
schwindel bogus
schwingungsknoten node
schwungrad flywheel
schwur vow
sebstmord suicide
see sea
see- naval
seele soul
seelen souls
seeleute navigators
seemann navigator
seen lakes
seereise voyage
segel canvas
segelboot sailboat
segelflugzeug glider
segelflugzeuge gliders
segen boon
segler sailer
segment segment
segmente segments
sehne sinew
sehnen sinews
sehnsucht yearning
seide silk
seiden- silk
seidenraupe silkworm
seidenraupen silkworms
seife soap
seil rope
seilbahn ropeway
seile ropes
seite page
seiten pages
seiten-Nummerierung pagination
seitenumbruch pagebreak
seitenumbrueche pagebreaks
seitenweg byway
sekretaer secretary
sekretaere secretaries
sektor sector
sektoren sectors
selbstbedienungsladen groceteria
selbstgefaelligkeit egotism
selbstlosigkeit unselfishness
seligkeit beatitude
sellerie celery
seltenheit curiosity
seltenheiten rarities
seltsamkeit oddity
seltsamkeiten oddities
semikolon semicolon
seminar seminary
seminare seminaries
sender emitter
sendung broadcasting
sendungen missions
senf mustard
sensation sensation
sensationen sensations
sensationsdarsteller stuntman
sense scythe
sensen scythes
sentimentalitaet sentimentality
september sept
sequenzen sequences
seren serums
serien series
serum serum
serviette napkin
servietten napkins
seuche pestilence
seufzen sigh
seufzer sigh
shareware shareware
sichel sickle
sicheln sickles
sicherer saver
sicherheit certainty
sicherheiten certainties
sichtbarkeit visibility
sichtbarmachung visualize
sichtvermerk visa
sichtvermerke visas
sichtweiten visibilities
sie they
sieb sieve
siedler settler
siedlung colony
siedlungen colonies
sieg victory
siege victories
siegel seal
sieger victor
sieselbst yourself
signal signal
silbe syllable
silben syllables
silbentrennung hyphenation
silber silver
simulation simulation
sinn sense
sinus sine
sippe clan
sippen clans
sirene siren
sirenen sirens
sirup molasses
sitte custom
situationen situations
sitz fit
sitzbank bench
sitze seats
sitzplatz seat
sitzung session
sitzungen sessions
skandal scandal
skandale scandals
skelett skeleton
skelette skeletons
skeptiker sceptic
ski ski
skilaeufer skier
sklave drudge
sklaven drudges
sklaverei bondage
sklavereien servitudes
skrupel scruple
skulptur sculpture
skulpturen sculptures
smaragd emerald
smaragde emeralds
smoking tuxedo
smokings tuxedos
socke sock
sockel pedestal
socken socks
soehne sons
sofa settee
sofas settees
software software
sog suction
sohlen soles
sohn son
soldat soldier
soldaten soldiers
solist soloist
solisten soloists
solo standalone
sommer summer
sommerfrische summer-resort
sommersprosse freckle
sommersprossen freckles
sommerwende midsummer
sonne sun
sonnen- solar
sonnenaufgang sunrise
sonnenfleck sunspot
sonnenschirm parasol
sonnenschirme parasols
sonnenstand sunset
sonnenstich sunstroke
sonnenstrahl sunbeam
sonnenstrahlen sunbeams
sonnenuntergaenge sunsets
sonnenuntergang sundown
sonntag sunday
sorge care
sorgen headaches
sorglosigkeit carelessness
sortiment assortment
sortimente assortments
sosse sauce
sossen dressings
sozialhilfe welfare
sozialhilfeempfaenger pauper
spaesse sprees
spalte chink
spalten columns
spaltung fission
spaltungen fissions
spanien spain
spanier spaniard
spannung tension
spannungen tensions
sparbuch bankbook
sparbuecher passbooks
spargel asparagus
sparsamkeit thrift
sparsamkeiten thrifts
spass fun
spassvogel joker
spaten spade
spatz sparrow
spatzen sparrows
spaziergang walk
spechte woodpeckers
speckschnitten rashers
